BioSample_s	SAMN03565741	SAMN03565809	SAMN03565808	SAMN03565807	SAMN03565806	SAMN03565805	SAMN03565793	SAMN03565794	SAMN03565795	SAMN03565796	SAMN03565797	SAMN03565798	SAMN03565799	SAMN03565800	SAMN03565801	SAMN03565802	SAMN03565803	SAMN03565804	SAMN03565769	SAMN03565770	SAMN03565771	SAMN03565772	SAMN03565773	SAMN03565774	SAMN03565775	SAMN03565776	SAMN03565777	SAMN03565778	SAMN03565779	SAMN03565780	SAMN03565781	SAMN03565782	SAMN03565783	SAMN03565784	SAMN03565785	SAMN03565786	SAMN03565787	SAMN03565788	SAMN03565789	SAMN03565790	SAMN03565791	SAMN03565792	SAMN03565719	SAMN03565721	SAMN03565722	SAMN03565723	SAMN03565724	SAMN03565725	SAMN03565726	SAMN03565727	SAMN03565728	SAMN03565729	SAMN03565730	SAMN03565731	SAMN03565732	SAMN03565733	SAMN03565734	SAMN03565735	SAMN03565736	SAMN03565737	SAMN03565738	SAMN03565739	SAMN03565740	SAMN03565742	SAMN03565743	SAMN03565744	SAMN03565745	SAMN03565746	SAMN03565747	SAMN03565748	SAMN03565749	SAMN03565750	SAMN03565751	SAMN03565752	SAMN03565753	SAMN03565754	SAMN03565755	SAMN03565756	SAMN03565757	SAMN03565758	SAMN03565759	SAMN03565760	SAMN03565761	SAMN03565762	SAMN03565763	SAMN03565764	SAMN03565765	SAMN03565766	SAMN03565767	SAMN03565768	SAMN03565707	SAMN03565708	SAMN03565709	SAMN03565710	SAMN03565711	SAMN03565712	SAMN03565713	SAMN03565714	SAMN03565715	SAMN03565716	SAMN03565717	SAMN03565718	SAMN03565720
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012978585334198572	0.0	0.0	0.0	0.0	0.0	0.0	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018367882445552348	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	0.046865489957395014	0.16686738926803155	0.08260162601626019	0.06898158937310649	0.049727932285368814	0.08168378852417944	0.013338722716248988	0.180360281195079	0.025065169440545418	0.08445190156599554	0.007733952049497293	0.02393906420021762	0.0067693349128448155	0.034211240836274776	0.07739938080495354	0.015608740894901142	0.012645914396887163	0.008029739776951674	0.012266112266112267	0.05325599789085157	0.04977282114828585	0.11997871774408078	0.01689072733540158	0.012418300653594772	0.014110269140318793	0.02713085234093638	0.06428119062697908	0.08640265854333981	0.005495344222256144	0.16515729265967588	0.10304996755353671	0.20835639180962923	0.06188118811881189	0.04069223573433113	0.012038073908174692	0.15782171349288937	0.03384932920536638	0.08778467908902693	0.0872431174873982	0.08757637474541756	0.0012422360248447205	0.020675396278428664	0.0005208333333333333	0.08960893854748608	0.10258964143426291	0.03746223564954683	0.0005411255411255411	0.021972132904608786	0.15487252799618767	0.011672407194795256	0.0018711991267737408	0.0011173184357541898	0.07559742647058822	0.0	0.12414853878268507	0.002883733123607288	0.016609748525302694	0.008939526730937775	0.01769563507668108	0.10933040614709104	0.20119189511323002	0.034016480033805196	0.0	0.025954579485899666	0.05412506568575931	0.07689169895982052	0.012363850456284955	0.191828793774319	0.027261200338123424	0.09517784338535074	0.020284955324800777	0.017313546423135463	0.053850970569818406	0.013317722815747108	0.04298974108451394	0.016470888661899902	0.039608647625059196	0.0011569052783803326	0.021245301519856194	0.02685014264138277	0.08251968503937004	0.0189937106918239	0.004675394068928668	0.04016752332000763	0.3403986080354318	0.04613824573263478	0.05777068934963672	0.1626248216833095	0.0010238034297414896	0.060482440581766564	0.003997039230199851	0.0686241421982225	0.013282937365010801	0.03089224059603852	0.05364173228346454	0.0055059806341370785	0.0006744907594765952	0.002133560913164071	0.004839009864135492	0.017810760667903523	0.10216160576428203	0.4434531618997636	0.013612301487269983
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.03438831405964699	0.035996253178107854	0.2627642276422764	0.11652295502213934	0.016172914147521162	0.013279879729391129	0.00026946914578280785	0.06063268892794374	0.0020052135552436332	0.011744966442953019	0.033255993812838364	0.09648168298875591	0.004738534438991369	0.01004615802335053	0.07972136222910217	0.04432882414151924	0.07328145265888455	0.004312267657992565	0.01288981288981289	0.0313735829158977	0.01920693928128872	0.05347166799680766	0.029989658738366082	0.04509803921568627	0.021426704990854452	0.0009603841536614645	0.06158961367954401	0.012184990307394073	0.005037398870401465	0.11487130600571971	0.025048669695003245	0.14028776978417265	0.008910891089108912	0.06735266604303085	0.10386338185890258	0.014568158168574402	0.015479876160990712	0.013043478260869568	0.019516608504588338	0.11547861507128312	0.03892339544513458	0.037215713301171606	0.030468750000000003	0.02614525139664804	0.24053784860557767	0.03051359516616314	0.0022727272727272726	0.039835655591282604	0.04288777698355969	0.0304247990815155	0.006393263683143615	0.45167597765363127	0.01332720588235294	0.5217529374404573	0.04768182816963305	0.00026215755669157164	0.0	0.018580192813321645	0.0031458906802988595	0.04390779363336992	0.0064362336114421916	0.006338474540460596	0.5886947876722056	0.056900424257549286	0.03678402522333158	0.0742402610646543	0.0450397409478952	0.1385214007782101	0.0035925612848689776	0.008013496415014762	0.06326974160830717	0.00837138508371385	0.09413483615111667	0.007024732913800674	0.02947402703142811	0.006001021450459653	0.08142654252801013	0.053940708604483016	0.05049844745873509	0.12250377580130895	0.029921259842519685	0.001383647798742138	0.014961261020571732	0.018275271273557967	0.04033533691869662	0.01132330572925469	0.009214956583377636	0.053922967189728985	0.020987970309700538	0.02855622561191912	0.2365655070318283	0.06659916751040612	0.5563714902807776	0.07559512992912955	0.0015994094488188976	0.019745585722422625	0.003912046404964252	0.006614038830808621	0.010050251256281409	0.12653061224489795	0.021616057642820378	0.030963001836788254	0.05142425006301991
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	0.00030432136335970786	0.0005352602703064365	0.0016260162601626016	0.0011652295502213937	0.00045344619105199517	0.0005011275369581559	0.0	0.0004393673110720562	0.00060156406657309	0.0	0.0	0.0003627130939426913	0.00016923337282112033	0.00027151778441487917	0.011867905056759546	0.0	0.0	0.0	0.0002079002079002079	0.0002636435539151068	0.0	0.0007980845969672786	0.001034126163391934	0.0	0.0002613012803762738	0.0004801920768307323	0.0	0.0	0.0	0.00047664442326024784	0.00012978585334198572	0.001383508577753182	0.00024752475247524753	0.0	0.0	0.004162330905306972	0.0	0.0	0.000775494377665762	0.0006109979633401223	0.00020703933747412008	0.0	0.0	0.000670391061452514	0.0	0.00030211480362537764	0.00010822510822510823	0.0	0.0007147962830593281	0.0	0.0	0.0	0.0	0.0	0.00043946385409800046	0.0006553938917289291	0.0	0.0	0.0	0.0010976948408342481	0.0	0.0	0.00042607584149978694	0.0	0.0012261341741110527	0.0012237405669997961	0.0005887547836326171	0.0	0.0019019442096365174	0.0	0.0004829751267809708	0.0005707762557077625	0.0014610728449175538	0.0002926972047416947	0.00016283992835043154	0.004341164453524005	0.0026826574088685494	0.0	0.0003268507926131721	0.0008390669575432119	0.0015748031496062992	0.00012578616352201257	0.0	0.0	0.0011072445428661815	0.0	0.0	0.0008559201141226819	0.0	0.000709471443774388	0.00014803849000740192	0.0	0.0	0.00018171906232963838	0.00024606299212598425	0.00018986140117714068	0.0020234722784297854	0.0008534243652656283	0.0	0.001484230055658627	0.001029336078229542	0.0	0.00025207965717166626
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	0.0	0.0	0.0	0.0	0.00025056376847907793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003447087211306446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002799552071668533	0.0	0.0	0.0	0.0	0.0	0.00020703933747412008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004079135223332653	0.0	0.0	0.00021132713440405747	0.0	0.0	0.0	0.0004174493842621582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00015817779183802593	0.0	0.0	0.0	0.0	0.0	0.0	0.0003374957813027337	0.00010799136069114471	0.0	0.0	0.0	0.00013489815189531904	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	0.00015216068167985393	0.00040144520272982734	0.0003252032520325203	0.00023304591004427873	0.0	0.00025056376847907793	0.00013473457289140393	0.0	0.00060156406657309	0.0002796420581655481	0.002320185614849188	0.0032644178454842216	0.00016923337282112033	0.0005430355688297583	0.0	0.0002081165452653486	0.0009727626459143969	0.0013382899628252788	0.0	0.0010545742156604272	0.0	0.003192338387869114	0.002757669769045157	0.00065359477124183	0.0005226025607525476	0.0009603841536614646	0.0	0.0008307947936859596	0.0003052969012364525	0.00047664442326024784	0.0005191434133679429	0.0002767017155506364	0.0012376237623762376	0.0	0.0002799552071668533	0.0	0.001238390092879257	0.00020703933747412008	0.00012924906294429367	0.0	0.0006211180124223603	0.0011486331265793705	0.00078125	0.00111731843575419	0.00049800796812749	0.0	0.0	0.0001786352268667381	0.0	0.0	0.0	0.0	0.00022977941176470588	0.0	0.00021973192704900023	0.0	0.0	0.00017528483786152498	0.00026215755669157164	0.0	0.0007151370679380214	0.001478977392774139	0.0	0.003493885700024956	0.0	0.000611870283499898	0.00014718869590815426	0.0019455252918287938	0.004649196956889264	0.00042176296921130323	0.0009659502535619416	0.0	0.0	0.00043904580711254205	0.001139879498453021	0.0	0.0	0.00014461315979754158	0.00016342539630658605	0.0003356267830172848	0.00015748031496062991	0.000880503144654088	0.0002671653753673524	0.0	0.0	0.0006760182524928173	0.0	0.002567760342368046	0.0002559508574353724	0.000532103582830791	0.0	0.0004499943750703116	0.0	0.0	0.0011072834645669291	0.0007594456047085627	0.0	0.0002133560913164071	0.00018611576400521124	0.0	0.0	0.0	0.00201663725737333
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	0.0006086427267194157	0.00026763013515321824	0.006178861788617886	0.00046609182008855747	0.0	0.00025056376847907793	0.0	0.0024165202108963092	0.00020052135552436334	0.013982102908277406	0.012761020881670535	0.00797968806673921	0.004230834320528009	0.0	0.009287925696594427	0.0	0.008430609597924773	0.00044609665427509297	0.0002079002079002079	0.0007909306617453203	0.0214787277984304	0.0005320563979781857	0.0	0.0	0.0	0.0033613445378151263	0.0	0.0	0.0	0.0	0.00012978585334198572	0.0063641394576646375	0.0	0.004443405051449953	0.0005599104143337066	0.0	0.0002063983488132095	0.0	0.00012924906294429367	0.0006109979633401223	0.0006211180124223603	0.009418791637950839	0.0010416666666666667	0.000446927374301676	0.0059760956175298795	0.0	0.02261904761904762	0.0003572704537334762	0.03121277102692399	0.0	0.0032745984718540464	0.008379888268156424	0.0013786764705882352	0.00825658939345824	0.015820698747528016	0.002228339231878359	0.0004656938838869916	0.010166520595968448	0.0	0.002854006586169045	0.0	0.0006338474540460595	0.00042607584149978694	0.0004991265285749938	0.0005254860746190227	0.00020395676116663266	0.002796585222254931	0.0019455252918287938	0.00042265426880811494	0.0	0.0004829751267809708	0.000380517503805175	0.0002087246921310791	0.0	0.0003256798567008631	0.0	0.0023670506548840145	0.0	0.0016342539630658604	0.0006712535660345696	0.0	0.0	0.0	0.0005711022272986865	0.0011072445428661815	0.0	0.0	0.010841654778887305	0.0010238034297414896	0.000709471443774388	0.00014803849000740192	0.0073124085948925634	0.0	0.014174086861711793	0.0006151574803149606	0.0017087526105942661	0.0028328611898016994	0.002133560913164071	0.0	0.002968460111317254	0.0036026762738033966	0.001311991603253739	0.00025207965717166626
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	0.0	0.0	0.0	0.0	0.00015114873035066505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006243496357960458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010822510822510823	0.0	0.0	0.0	0.0	0.0	0.0	0.00031756113051762465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006118702834998981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008639308855291577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001029336078229542	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.09099208764455265	0.013782951960390744	0.017235772357723573	0.01165229550221394	0.009068923821039904	0.02255073916311701	0.0018862840204796549	0.0037346221441124784	0.030880288750751952	0.04166666666666666	0.052590873936581586	0.10808850199492204	0.005753934675918091	0.07140917730111322	0.008513931888544893	0.2174817898022893	0.2104409857328144	0.04401486988847585	0.012058212058212059	0.022936989190614293	0.019000413052457664	0.03830806065442936	0.17407790417097557	0.02679738562091503	0.03814998693493598	0.07130852340936372	0.008074730842305259	0.020492938244253668	0.04090978476568465	0.018112488083889416	0.01129136924075276	0.020475926950747098	0.18217821782178226	0.043966323666978474	0.052351623740201574	0.0	0.017543859649122806	0.09068322981366458	0.0305027788548533	0.07433808553971488	0.13209109730848864	0.05099931082012406	0.04140624999999999	0.03083798882681563	0.0343625498007968	0.04954682779456193	0.0076839826839826845	0.012147195426938194	0.01906123421491541	0.04439341752774587	0.06174957118353339	0.10446927374301673	0.05882352941176471	0.03524928548745635	0.008569545154911007	0.03761960938524053	0.027010245265445508	0.007361963190184048	0.016647004849914798	0.0010976948408342481	0.05792610250297972	0.0223959433762941	0.18662121857690658	0.19141502370851024	0.022595901208617968	0.005098919029165817	0.011922284368560493	0.18210116731517503	0.40025359256128507	0.03655279066497963	0.04515817435402078	0.17009132420091333	0.030891254435399713	0.07551587882335725	0.1056831134994301	0.004213483146067416	0.008521382357582452	0.04743311641359366	0.04755679032521654	0.01174693740560497	0.009291338582677168	0.025283018867924525	0.008950040074806305	0.026841804683038272	0.0018981335020563112	0.07943214466790599	0.017721070352649297	0.04251069900142656	0.08881494753007424	0.036537779354380975	0.20903034789045152	0.09989875126560918	0.005615550755939525	0.06905324368526258	0.034817913385826765	0.2715018036833111	0.00836368541750978	0.09216983144868784	0.05155406662944351	0.024118738404452698	0.040401441070509525	0.0005247966413014956	0.08495084446685157
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	0.00030432136335970786	0.0009367054730362639	0.000975609756097561	0.0006991377301328362	0.0007557436517533253	0.0010022550739163117	0.0	0.0028558875219683653	0.0	0.0002796420581655481	0.0007733952049497294	0.001088139281828074	0.0006769334912844813	0.00027151778441487917	0.006449948400412797	0.0004162330905306972	0.0006485084306095979	0.0	0.0004158004158004158	0.0002636435539151068	0.00020652622883106156	0.00026602819898909286	0.0006894174422612892	0.000980392156862745	0.0	0.00024009603841536616	0.00015832805573147562	0.0	0.0	0.0007149666348903718	0.0	0.0002767017155506364	0.0007425742574257426	0.0	0.0005599104143337066	0.011793270898369755	0.0002063983488132095	0.0	0.0005169962517771747	0.0006109979633401223	0.00041407867494824016	0.00045945325063174823	0.0005208333333333333	0.001787709497206704	0.00049800796812749	0.0	0.0	0.0	0.0004765308553728854	0.0003827018752391887	0.0	0.0	0.00045955882352941176	0.00031756113051762465	0.00021973192704900023	0.00013107877834578582	0.0	0.00035056967572304995	0.0	0.0008781558726673985	0.0	0.0012676949080921193	0.000142025280499929	0.003244322435737459	0.0005254860746190226	0.006934529879665511	0.00014718869590815426	0.0011673151750972765	0.002324598478444632	0.0	0.001207437816952427	0.000380517503805175	0.009392611145898561	0.00043904580711254205	0.001139879498453021	0.0008937691521961185	0.00047341013097680287	0.00014461315979754158	0.0	0.0010068803490518544	0.00031496062992125983	0.00025157232704402514	0.0010686615014694097	0.001332571863696935	0.0012654223347042075	0.001690045631232043	0.0	0.0005706134094151213	0.0005119017148707448	0.000354735721887194	0.0010362694300518134	0.0003374957813027337	0.0021598272138228943	0.00018171906232963838	0.00012303149606299212	0.00018986140117714068	0.0013489815189531903	0.014081502026882868	0.0	0.0022263450834879408	0.0033453422542460112	0.0007871949619522435	0.0005041593143433325
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	0.0065429093122337184	0.0006690753378830456	0.0624390243902439	0.0037287345607084597	0.004685610640870617	0.0010022550739163117	0.00026946914578280785	0.012741652021089631	0.0018046921997192699	0.01929530201342282	0.01082753286929621	0.006891548784911136	0.003215434083601286	0.0008145533532446375	0.07275541795665634	0.014151925078043704	0.002594033722438392	0.0005947955390334573	0.0018711018711018712	0.0005272871078302136	0.0016522098306484924	0.0015961691939345571	0.0034470872113064465	0.017647058823529415	0.0026130128037627383	0.0004801920768307323	0.0007916402786573781	0.0013846579894765993	0.0015264845061822622	0.09294566253574832	0.0009085009733939	0.015218594355285003	0.0071782178217821785	0.011927034611786718	0.011198208286674134	0.005549774540409296	0.005985552115583075	0.0012422360248447205	0.0018094868812201111	0.006924643584521386	0.0010351966873706005	0.0009189065012634965	0.0125	0.0	0.007470119521912351	0.0	0.0020562770562770564	0.009289031797070382	0.03311889444841554	0.0009567546880979717	0.0	0.13966480446927376	0.0027573529411764708	0.15941568751984758	0.2720281256866623	0.00026215755669157164	0.0001552312946289972	0.007011393514461	0.0024904967885699307	0.01866081229418222	0.0	0.001267694908092119	0.007101264024996449	0.004492138757174944	0.027675599929935187	0.02753416275749541	0.0014718869590815429	0.024124513618677044	0.004860524091293322	0.0002811753128075355	0.0021733880705143687	0.023211567732115676	0.005426841995408057	0.00014634860237084735	0.0009770395701025891	0.0016598569969356485	0.005365314817737101	0.0008676789587852494	0.0034319333224383072	0.006544722268837053	0.0009448818897637795	0.0003773584905660377	0.0009350788137857333	0.00266514372739387	0.007750711800063271	0.004056109514956904	0.000886053517632465	0.012838801711840228	0.0015357051446122344	0.0026605179141539555	0.0008882309400444115	0.01012487343908201	0.009935205183585311	0.0029075049972742137	0.00024606299212598425	0.0009493070058857034	0.0004046944556859571	0.004053765735011735	0.000744463056020845	0.0044526901669758815	0.006176016469377253	0.0010495932826029913	0.005545752457776658
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	0.0	0.00026763013515321824	0.0	0.00046609182008855747	0.00015114873035066505	0.0	0.0	0.0	0.0004010427110487267	0.0	0.0	0.0003627130939426913	0.00033846674564224065	0.00027151778441487917	0.0023219814241486067	0.0	0.0	0.0	0.0	0.0	0.00020652622883106156	0.0	0.0003447087211306446	0.0	0.0	0.00024009603841536616	0.00031665611146295124	0.0	0.0	0.00023832221163012392	0.0	0.0005534034311012728	0.0	0.0	0.0002799552071668533	0.000346860908775581	0.0	0.0	0.00012924906294429367	0.001629327902240326	0.0	0.0	0.0	0.0	0.00099601593625498	0.0	0.00021645021645021645	0.0	0.0002382654276864427	0.0003827018752391887	0.0	0.0	0.00045955882352941176	0.0	0.0	0.00026215755669157164	0.0001552312946289972	0.00017528483786152498	0.0005243151133831433	0.0	0.0	0.0004225649693640397	0.0021303792074989347	0.0	0.00017516202487300754	0.000611870283499898	0.0	0.0003891050583657588	0.0	0.00014058765640376775	0.0	0.0	0.0018785222291797118	0.00043904580711254205	0.0009770395701025891	0.00012768130745658836	0.0	0.0	0.0	0.0001678133915086424	0.00047244094488188977	0.0003773584905660377	0.000667913438418381	0.0003807348181991243	0.0	0.001014027378739226	0.0	0.0002853067047075606	0.0	0.0	0.00029607698001480384	0.0002249971875351558	0.0	0.00018171906232963838	0.0	0.0015188912094171254	0.0005395926075812762	0.0014934926392148496	0.00018611576400521124	0.00037105751391465676	0.000514668039114771	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.017041996348143636	0.01886792452830189	0.03772357723577236	0.0	0.012091898428053204	0.008769731896767727	0.0	0.04371704745166959	0.016643272508522156	0.020134228187919462	0.002320185614849188	0.014145810663764961	0.015907937045185307	0.00027151778441487917	0.07868937048503613	0.1202913631633715	0.010376134889753566	0.0	0.023700623700623702	0.013445821249670444	0.0	0.011439212556530992	0.001723543605653223	0.0630718954248366	0.00679383328978312	0.09699879951980793	0.01963267891070298	0.012738853503184714	0.0	0.0014299332697807435	0.0063595068137573	0.09075816270060874	0.0012376237623762376	0.007717492984097288	0.02967525195968645	0.0	0.014241486068111453	0.007039337474120083	0.000775494377665762	0.07372708757637474	0.020703933747412008	0.025499655410062026	0.00026041666666666666	0.05363128491620112	0.017928286852589643	0.0	0.009956709956709957	0.003394069310468024	0.13938527519656896	0.21756601607347875	0.01668485888039919	0.017318435754189943	0.0234375	0.0025404890441409972	0.01076686442540101	0.0	0.0001552312946289972	0.0012269938650306747	0.0	0.0057080131723380905	0.00023837902264600716	0.0	0.0038346825734980826	0.008734714250062392	0.012611665790856543	0.008158270446665308	0.0	0.0	0.00021132713440405747	0.00014058765640376775	0.023424293648877083	0.11015981735159817	0.08077645585472762	0.002926972047416947	0.011073115127829346	0.015449438202247192	0.017042764715164905	0.014027476500361532	0.02353325706814839	0.0016781339150864238	0.0	0.0	0.024445631846112745	0.004949552636588616	0.05552040493514711	0.039885076897076224	0.012936381357433989	0.014835948644793151	0.004607115433836704	0.0019510464703795672	0.010658771280532938	0.002362470469119136	0.06090712742980562	0.07087043430855897	0.0004921259842519685	0.014429466489462693	0.0	0.0	0.0	0.09165120593692022	0.025476067936181162	0.008134347940173182	0.029493319889084952
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0016737674984783932	0.00013381506757660912	0.0006504065040650406	0.00023304591004427873	0.0	0.00025056376847907793	0.00013473457289140393	0.0	0.0	0.003355704697986577	0.0030935808197989174	0.001088139281828074	0.00016923337282112033	0.0	0.007739938080495355	0.0014568158168574404	0.0019455252918287938	0.0026765799256505576	0.0029106029106029108	0.0007909306617453203	0.0	0.0023942537909018356	0.005515339538090314	0.000980392156862745	0.0007839038411288214	0.0	0.0	0.0	0.0004579453518546787	0.0007149666348903718	0.0009085009733939	0.001383508577753182	0.002227722772277228	0.00023386342376052386	0.0005599104143337066	0.0	0.0	0.0	0.0	0.0	0.0	0.00022972662531587412	0.0	0.0	0.00099601593625498	0.00030211480362537764	0.0	0.0005359056806002144	0.005956635692161067	0.0	0.0	0.0005586592178770949	0.0006893382352941177	0.0022229279136233727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004225649693640397	0.000142025280499929	0.0019965061142999748	0.0008758101243650377	0.0022435243728329596	0.0014718869590815426	0.005447470817120623	0.0	0.00014058765640376775	0.0004829751267809708	0.0	0.006261740763932374	0.0002926972047416947	0.0003256798567008631	0.00012768130745658836	0.0	0.002458423716558207	0.0008171269815329303	0.0001678133915086424	0.00015748031496062991	0.0005031446540880503	0.003473149879775581	0.001332571863696935	0.002056311293894337	0.0	0.000177210703526493	0.0008559201141226818	0.0007678525723061172	0.000177367860943597	0.00014803849000740192	0.0	0.00021598272138228941	0.0032709431219334908	0.0004921259842519685	0.0	0.0	0.0	0.0	0.0007421150278293135	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	0.004869141813755326	0.004817342432757928	0.005203252032520325	0.013982754602656723	0.009371221281741234	0.00851916812828865	0.0008084074373484237	0.0013181019332161687	0.010828153198315621	0.0002796420581655481	0.0034802784222737818	0.0014508523757707653	0.00016923337282112033	0.06407819712191148	0.009545923632610939	0.004786680541103018	0.0025940337224383916	0.0005947955390334573	0.009563409563409564	0.0002636435539151068	0.0026848409748038	0.01782388933226922	0.0024129610479145126	0.0026143790849673205	0.004442121766396655	0.0163265306122449	0.01266624445851805	0.007754084741068956	0.026102885055716684	0.00023832221163012392	0.016093445814406228	0.01079136690647482	0.010396039603960397	0.0007015902712815715	0.010918253079507279	0.0	0.018575851393188854	0.026915113871635612	0.03011503166602042	0.03828920570264766	0.024016563146997932	0.011945784516425454	0.00078125	0.006927374301675978	0.01743027888446215	0.004833836858006042	0.01893939393939394	0.009289031797070382	0.004288777698355968	0.0030616150019135095	0.0010915328239513489	0.004469273743016759	0.0027573529411764708	0.0	0.0006591957811470006	0.0	0.007606333436820862	0.004206836108676599	0.008651199370821863	0.002634467618002195	0.0	0.03000211282484682	0.006107087061496946	0.001746942850012478	0.0014012961989840604	0.016520497654497247	0.004857226964969091	0.004280155642023347	0.023457311918850383	0.034865738788134405	0.01473074136681961	0.002663622526636225	0.0012523481527864746	0.0	0.012212994626282366	0.0010214504596527069	0.0034716742938298876	0.011135213304410701	0.0017976793593724465	0.02248699446215808	0.005669291338582677	0.01660377358490566	0.0006679134384183809	0.0	0.010439734261309713	0.0008450228156160216	0.008151692362218677	0.006562054208273894	0.015357051446122344	0.017559418233416103	0.12627683197631387	0.0019124760940488245	0.0036717062634989204	0.028348173723423586	0.0008612204724409449	0.00018986140117714068	0.034264130581411034	0.011521228931085982	0.005025125628140704	0.014471243042671614	0.0038600102933607824	0.0	0.004285354171918326
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.06736728644570196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025799793601651185	0.0	0.005188067444876783	0.0	0.0004158004158004158	0.0	0.019619991738950848	0.0	0.0	0.07581699346405228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1431244153414406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001678133915086424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
